index,TYPE
290081,Other Theft
80239,Break and Enter Residential/Other
68893,Break and Enter Residential/Other
235654,Offence Against a Person
214607,Offence Against a Person
789054,Vehicle Collision or Pedestrian Struck (with Injury)
389634,Other Theft
4781,Break and Enter Commercial
673455,Theft from Vehicle
438576,Other Theft
286538,Other Theft
607623,Theft from Vehicle
298825,Other Theft
90577,Break and Enter Residential/Other
444222,Other Theft
397286,Other Theft
393046,Other Theft
378640,Other Theft
152097,Mischief
685805,Theft from Vehicle
247863,Offence Against a Person
361451,Other Theft
107344,Break and Enter Residential/Other
412435,Other Theft
423111,Other Theft
108043,Break and Enter Residential/Other
488230,Theft from Vehicle
37549,Break and Enter Commercial
188275,Mischief
86201,Break and Enter Residential/Other
253795,Offence Against a Person
582825,Theft from Vehicle
255772,Offence Against a Person
550773,Theft from Vehicle
643747,Theft from Vehicle
235618,Offence Against a Person
391199,Other Theft
708963,Theft of Bicycle
606671,Theft from Vehicle
526254,Theft from Vehicle
768546,Theft of Vehicle
232397,Offence Against a Person
10471,Break and Enter Commercial
515814,Theft from Vehicle
5049,Break and Enter Commercial
447837,Other Theft
145076,Mischief
1171,Break and Enter Commercial
145822,Mischief
289172,Other Theft
490272,Theft from Vehicle
151872,Mischief
167702,Mischief
647890,Theft from Vehicle
375417,Other Theft
223448,Offence Against a Person
290104,Other Theft
424135,Other Theft
729911,Theft of Bicycle
319778,Other Theft
298386,Other Theft
570652,Theft from Vehicle
442725,Other Theft
361323,Other Theft
439892,Other Theft
119117,Mischief
403756,Other Theft
155743,Mischief
283676,Other Theft
383620,Other Theft
246516,Offence Against a Person
656844,Theft from Vehicle
554653,Theft from Vehicle
367980,Other Theft
320933,Other Theft
276206,Offence Against a Person
723035,Theft of Bicycle
137766,Mischief
279402,Offence Against a Person
528158,Theft from Vehicle
714,Break and Enter Commercial
136084,Mischief
668888,Theft from Vehicle
536395,Theft from Vehicle
738719,Theft of Bicycle
479699,Theft from Vehicle
117493,Mischief
235095,Offence Against a Person
165644,Mischief
85784,Break and Enter Residential/Other
553069,Theft from Vehicle
138553,Mischief
332600,Other Theft
492877,Theft from Vehicle
129983,Mischief
4940,Break and Enter Commercial
271300,Offence Against a Person
402719,Other Theft
295369,Other Theft
651162,Theft from Vehicle
575303,Theft from Vehicle
17510,Break and Enter Commercial
194443,Mischief
210369,Offence Against a Person
685273,Theft from Vehicle
365479,Other Theft
242863,Offence Against a Person
130505,Mischief
725492,Theft of Bicycle
410078,Other Theft
661701,Theft from Vehicle
718812,Theft of Bicycle
209669,Mischief
86997,Break and Enter Residential/Other
792543,Vehicle Collision or Pedestrian Struck (with Injury)
358552,Other Theft
681083,Theft from Vehicle
437235,Other Theft
287575,Other Theft
734721,Theft of Bicycle
808452,Vehicle Collision or Pedestrian Struck (with Injury)
705025,Theft from Vehicle
278806,Offence Against a Person
509453,Theft from Vehicle
620793,Theft from Vehicle
547733,Theft from Vehicle
211588,Offence Against a Person
488288,Theft from Vehicle
592791,Theft from Vehicle
206940,Mischief
391018,Other Theft
698266,Theft from Vehicle
480131,Theft from Vehicle
218288,Offence Against a Person
185902,Mischief
488916,Theft from Vehicle
431450,Other Theft
392134,Other Theft
438579,Other Theft
185950,Mischief
637493,Theft from Vehicle
508185,Theft from Vehicle
16461,Break and Enter Commercial
61826,Break and Enter Residential/Other
739468,Theft of Bicycle
116589,Mischief
214266,Offence Against a Person
204748,Mischief
359405,Other Theft
638825,Theft from Vehicle
786310,Vehicle Collision or Pedestrian Struck (with Injury)
214108,Offence Against a Person
154641,Mischief
267582,Offence Against a Person
609593,Theft from Vehicle
234774,Offence Against a Person
361309,Other Theft
319813,Other Theft
327736,Other Theft
727449,Theft of Bicycle
150468,Mischief
286085,Other Theft
258869,Offence Against a Person
810468,Vehicle Collision or Pedestrian Struck (with Injury)
780948,Theft of Vehicle
177466,Mischief
226465,Offence Against a Person
279160,Offence Against a Person
611637,Theft from Vehicle
159329,Mischief
53105,Break and Enter Residential/Other
452892,Other Theft
512407,Theft from Vehicle
664727,Theft from Vehicle
264000,Offence Against a Person
375825,Other Theft
357657,Other Theft
442167,Other Theft
364527,Other Theft
185351,Mischief
293630,Other Theft
795328,Vehicle Collision or Pedestrian Struck (with Injury)
696816,Theft from Vehicle
606227,Theft from Vehicle
192575,Mischief
441239,Other Theft
731137,Theft of Bicycle
391388,Other Theft
690294,Theft from Vehicle
130007,Mischief
684426,Theft from Vehicle
9083,Break and Enter Commercial
579605,Theft from Vehicle
692237,Theft from Vehicle
118910,Mischief
652160,Theft from Vehicle
629102,Theft from Vehicle
453249,Other Theft
596454,Theft from Vehicle
118432,Mischief
158530,Mischief
12866,Break and Enter Commercial
760282,Theft of Vehicle
131252,Mischief
166765,Mischief
202373,Mischief
808696,Vehicle Collision or Pedestrian Struck (with Injury)
39894,Break and Enter Commercial
402878,Other Theft
510188,Theft from Vehicle
294248,Other Theft
11685,Break and Enter Commercial
635986,Theft from Vehicle
338551,Other Theft
437175,Other Theft
87163,Break and Enter Residential/Other
330329,Other Theft
9265,Break and Enter Commercial
794695,Vehicle Collision or Pedestrian Struck (with Injury)
518545,Theft from Vehicle
678342,Theft from Vehicle
724345,Theft of Bicycle
260836,Offence Against a Person
283459,Other Theft
309392,Other Theft
278473,Offence Against a Person
635484,Theft from Vehicle
233280,Offence Against a Person
361204,Other Theft
558425,Theft from Vehicle
452124,Other Theft
729182,Theft of Bicycle
140435,Mischief
390499,Other Theft
536859,Theft from Vehicle
238288,Offence Against a Person
753033,Theft of Vehicle
480294,Theft from Vehicle
807017,Vehicle Collision or Pedestrian Struck (with Injury)
808475,Vehicle Collision or Pedestrian Struck (with Injury)
177555,Mischief
40797,Break and Enter Commercial
148468,Mischief
725286,Theft of Bicycle
527023,Theft from Vehicle
654177,Theft from Vehicle
617622,Theft from Vehicle
33645,Break and Enter Commercial
424147,Other Theft
309410,Other Theft
303478,Other Theft
135263,Mischief
478502,Theft from Vehicle
285579,Other Theft
585912,Theft from Vehicle
489357,Theft from Vehicle
469412,Other Theft
84588,Break and Enter Residential/Other
441159,Other Theft
378636,Other Theft
477069,Theft from Vehicle
249599,Offence Against a Person
772168,Theft of Vehicle
589481,Theft from Vehicle
558450,Theft from Vehicle
549449,Theft from Vehicle
3954,Break and Enter Commercial
737835,Theft of Bicycle
140147,Mischief
206058,Mischief
528556,Theft from Vehicle
298942,Other Theft
552432,Theft from Vehicle
6568,Break and Enter Commercial
386444,Other Theft
60359,Break and Enter Residential/Other
697621,Theft from Vehicle
449758,Other Theft
714915,Theft of Bicycle
336870,Other Theft
301880,Other Theft
809924,Vehicle Collision or Pedestrian Struck (with Injury)
552199,Theft from Vehicle
727151,Theft of Bicycle
732489,Theft of Bicycle
404357,Other Theft
179448,Mischief
322211,Other Theft
223408,Offence Against a Person
396528,Other Theft
391575,Other Theft
566186,Theft from Vehicle
465584,Other Theft
179574,Mischief
445386,Other Theft
323810,Other Theft
193643,Mischief
606544,Theft from Vehicle
549012,Theft from Vehicle
211797,Offence Against a Person
705023,Theft from Vehicle
215694,Offence Against a Person
288206,Other Theft
254597,Offence Against a Person
434420,Other Theft
448233,Other Theft
754088,Theft of Vehicle
291585,Other Theft
121169,Mischief
601330,Theft from Vehicle
717997,Theft of Bicycle
228888,Offence Against a Person
476257,Other Theft
658507,Theft from Vehicle
608803,Theft from Vehicle
615368,Theft from Vehicle
172869,Mischief
311570,Other Theft
582246,Theft from Vehicle
611847,Theft from Vehicle
580839,Theft from Vehicle
160190,Mischief
756217,Theft of Vehicle
299547,Other Theft
32247,Break and Enter Commercial
115995,Mischief
631528,Theft from Vehicle
285181,Other Theft
719809,Theft of Bicycle
164515,Mischief
670728,Theft from Vehicle
183711,Mischief
660317,Theft from Vehicle
399288,Other Theft
192561,Mischief
271544,Offence Against a Person
25080,Break and Enter Commercial
575126,Theft from Vehicle
544042,Theft from Vehicle
632562,Theft from Vehicle
142913,Mischief
426331,Other Theft
32577,Break and Enter Commercial
542906,Theft from Vehicle
42442,Break and Enter Commercial
193346,Mischief
194165,Mischief
207094,Mischief
627617,Theft from Vehicle
581529,Theft from Vehicle
559088,Theft from Vehicle
385114,Other Theft
86838,Break and Enter Residential/Other
519973,Theft from Vehicle
384184,Other Theft
710849,Theft of Bicycle
113618,Break and Enter Residential/Other
679975,Theft from Vehicle
112221,Break and Enter Residential/Other
651016,Theft from Vehicle
600537,Theft from Vehicle
97068,Break and Enter Residential/Other
317642,Other Theft
198862,Mischief
150828,Mischief
194143,Mischief
714315,Theft of Bicycle
155609,Mischief
720658,Theft of Bicycle
3305,Break and Enter Commercial
439834,Other Theft
714957,Theft of Bicycle
456506,Other Theft
53247,Break and Enter Residential/Other
122640,Mischief
114933,Mischief
682331,Theft from Vehicle
732666,Theft of Bicycle
421983,Other Theft
431442,Other Theft
445304,Other Theft
27307,Break and Enter Commercial
672903,Theft from Vehicle
13295,Break and Enter Commercial
75994,Break and Enter Residential/Other
593249,Theft from Vehicle
254989,Offence Against a Person
691849,Theft from Vehicle
231127,Offence Against a Person
226439,Offence Against a Person
124858,Mischief
391565,Other Theft
282983,Other Theft
147941,Mischief
564090,Theft from Vehicle
29960,Break and Enter Commercial
682601,Theft from Vehicle
682181,Theft from Vehicle
7479,Break and Enter Commercial
391175,Other Theft
665888,Theft from Vehicle
319769,Other Theft
120318,Mischief
630798,Theft from Vehicle
637537,Theft from Vehicle
226506,Offence Against a Person
580538,Theft from Vehicle
333268,Other Theft
215711,Offence Against a Person
676281,Theft from Vehicle
537767,Theft from Vehicle
483833,Theft from Vehicle
25320,Break and Enter Commercial
172591,Mischief
529405,Theft from Vehicle
309435,Other Theft
2809,Break and Enter Commercial
335238,Other Theft
359403,Other Theft
223502,Offence Against a Person
116419,Mischief
589129,Theft from Vehicle
791287,Vehicle Collision or Pedestrian Struck (with Injury)
399670,Other Theft
613264,Theft from Vehicle
505359,Theft from Vehicle
527922,Theft from Vehicle
345658,Other Theft
345610,Other Theft
690597,Theft from Vehicle
194676,Mischief
627715,Theft from Vehicle
728408,Theft of Bicycle
140148,Mischief
65613,Break and Enter Residential/Other
801311,Vehicle Collision or Pedestrian Struck (with Injury)
132045,Mischief
121742,Mischief
199942,Mischief
396520,Other Theft
224679,Offence Against a Person
799318,Vehicle Collision or Pedestrian Struck (with Injury)
281222,Other Theft
20761,Break and Enter Commercial
481433,Theft from Vehicle
95690,Break and Enter Residential/Other
268676,Offence Against a Person
693581,Theft from Vehicle
534853,Theft from Vehicle
426905,Other Theft
176483,Mischief
498620,Theft from Vehicle
268368,Offence Against a Person
540366,Theft from Vehicle
460385,Other Theft
34504,Break and Enter Commercial
694795,Theft from Vehicle
657647,Theft from Vehicle
796672,Vehicle Collision or Pedestrian Struck (with Injury)
180463,Mischief
47424,Break and Enter Residential/Other
676666,Theft from Vehicle
792912,Vehicle Collision or Pedestrian Struck (with Injury)
386463,Other Theft
423348,Other Theft
243442,Offence Against a Person
517199,Theft from Vehicle
576848,Theft from Vehicle
568848,Theft from Vehicle
252655,Offence Against a Person
339663,Other Theft
78039,Break and Enter Residential/Other
647322,Theft from Vehicle
706313,Theft of Bicycle
163110,Mischief
540560,Theft from Vehicle
476244,Other Theft
583799,Theft from Vehicle
444914,Other Theft
596576,Theft from Vehicle
272241,Offence Against a Person
275765,Offence Against a Person
345143,Other Theft
720805,Theft of Bicycle
49818,Break and Enter Residential/Other
361380,Other Theft
349167,Other Theft
753936,Theft of Vehicle
107847,Break and Enter Residential/Other
785933,Vehicle Collision or Pedestrian Struck (with Injury)
7616,Break and Enter Commercial
319819,Other Theft
12501,Break and Enter Commercial
465781,Other Theft
297775,Other Theft
27452,Break and Enter Commercial
638888,Theft from Vehicle
656500,Theft from Vehicle
246994,Offence Against a Person
313825,Other Theft
673453,Theft from Vehicle
483831,Theft from Vehicle
337472,Other Theft
268577,Offence Against a Person
44631,Break and Enter Residential/Other
69788,Break and Enter Residential/Other
641852,Theft from Vehicle
127444,Mischief
38712,Break and Enter Commercial
22844,Break and Enter Commercial
145552,Mischief
160928,Mischief
357006,Other Theft
132554,Mischief
248147,Offence Against a Person
573390,Theft from Vehicle
453231,Other Theft
705179,Theft from Vehicle
333039,Other Theft
180266,Mischief
118214,Mischief
165143,Mischief
324835,Other Theft
53473,Break and Enter Residential/Other
279061,Offence Against a Person
722228,Theft of Bicycle
8630,Break and Enter Commercial
397425,Other Theft
209654,Mischief
311398,Other Theft
611826,Theft from Vehicle
785903,Vehicle Collision or Pedestrian Struck (with Injury)
15500,Break and Enter Commercial
216367,Offence Against a Person
385109,Other Theft
209991,Mischief
380450,Other Theft
413124,Other Theft
797386,Vehicle Collision or Pedestrian Struck (with Injury)
520922,Theft from Vehicle
523454,Theft from Vehicle
270122,Offence Against a Person
107639,Break and Enter Residential/Other
566979,Theft from Vehicle
230717,Offence Against a Person
399957,Other Theft
599383,Theft from Vehicle
556721,Theft from Vehicle
453623,Other Theft
675692,Theft from Vehicle
731978,Theft of Bicycle
513601,Theft from Vehicle
373388,Other Theft
167189,Mischief
437305,Other Theft
31643,Break and Enter Commercial
411278,Other Theft
404287,Other Theft
371556,Other Theft
151716,Mischief
276186,Offence Against a Person
550546,Theft from Vehicle
140917,Mischief
69225,Break and Enter Residential/Other
669021,Theft from Vehicle
355119,Other Theft
425365,Other Theft
615476,Theft from Vehicle
22518,Break and Enter Commercial
166003,Mischief
18711,Break and Enter Commercial
712206,Theft of Bicycle
488980,Theft from Vehicle
70119,Break and Enter Residential/Other
480835,Theft from Vehicle
416163,Other Theft
646039,Theft from Vehicle
502939,Theft from Vehicle
682078,Theft from Vehicle
194830,Mischief
23711,Break and Enter Commercial
733847,Theft of Bicycle
368296,Other Theft
224493,Offence Against a Person
281243,Other Theft
637696,Theft from Vehicle
570474,Theft from Vehicle
142211,Mischief
342591,Other Theft
311381,Other Theft
516904,Theft from Vehicle
448899,Other Theft
620790,Theft from Vehicle
574695,Theft from Vehicle
638845,Theft from Vehicle
455725,Other Theft
218024,Offence Against a Person
582266,Theft from Vehicle
70269,Break and Enter Residential/Other
74172,Break and Enter Residential/Other
747496,Theft of Vehicle
291574,Other Theft
248627,Offence Against a Person
131546,Mischief
644986,Theft from Vehicle
330123,Other Theft
241171,Offence Against a Person
738716,Theft of Bicycle
270190,Offence Against a Person
573896,Theft from Vehicle
30546,Break and Enter Commercial
459220,Other Theft
333521,Other Theft
343828,Other Theft
175272,Mischief
204729,Mischief
154463,Mischief
171965,Mischief
356805,Other Theft
426899,Other Theft
711929,Theft of Bicycle
593801,Theft from Vehicle
118281,Mischief
424601,Other Theft
598952,Theft from Vehicle
562210,Theft from Vehicle
18810,Break and Enter Commercial
222103,Offence Against a Person
22547,Break and Enter Commercial
518018,Theft from Vehicle
1763,Break and Enter Commercial
673119,Theft from Vehicle
248487,Offence Against a Person
16113,Break and Enter Commercial
12110,Break and Enter Commercial
722912,Theft of Bicycle
563576,Theft from Vehicle
707278,Theft of Bicycle
43022,Break and Enter Commercial
686104,Theft from Vehicle
287764,Other Theft
230457,Offence Against a Person
139958,Mischief
154616,Mischief
508182,Theft from Vehicle
465334,Other Theft
385119,Other Theft
457126,Other Theft
712473,Theft of Bicycle
773733,Theft of Vehicle
18797,Break and Enter Commercial
291569,Other Theft
529159,Theft from Vehicle
19556,Break and Enter Commercial
189632,Mischief
701984,Theft from Vehicle
536382,Theft from Vehicle
116990,Mischief
539703,Theft from Vehicle
4031,Break and Enter Commercial
109864,Break and Enter Residential/Other
668800,Theft from Vehicle
293979,Other Theft
582144,Theft from Vehicle
299645,Other Theft
361403,Other Theft
691285,Theft from Vehicle
166532,Mischief
139955,Mischief
221071,Offence Against a Person
274673,Offence Against a Person
397263,Other Theft
340115,Other Theft
42241,Break and Enter Commercial
452908,Other Theft
628809,Theft from Vehicle
613808,Theft from Vehicle
29318,Break and Enter Commercial
635083,Theft from Vehicle
45792,Break and Enter Residential/Other
389517,Other Theft
559432,Theft from Vehicle
3307,Break and Enter Commercial
215011,Offence Against a Person
333044,Other Theft
484056,Theft from Vehicle
669018,Theft from Vehicle
603425,Theft from Vehicle
416150,Other Theft
564833,Theft from Vehicle
355676,Other Theft
513318,Theft from Vehicle
279166,Offence Against a Person
633815,Theft from Vehicle
489667,Theft from Vehicle
14922,Break and Enter Commercial
633648,Theft from Vehicle
62950,Break and Enter Residential/Other
158250,Mischief
642944,Theft from Vehicle
271787,Offence Against a Person
345488,Other Theft
86203,Break and Enter Residential/Other
675732,Theft from Vehicle
740364,Theft of Vehicle
388435,Other Theft
588623,Theft from Vehicle
158104,Mischief
700140,Theft from Vehicle
765324,Theft of Vehicle
220074,Offence Against a Person
742621,Theft of Vehicle
196608,Mischief
386959,Other Theft
291575,Other Theft
427535,Other Theft
172150,Mischief
579301,Theft from Vehicle
114130,Break and Enter Residential/Other
227342,Offence Against a Person
102969,Break and Enter Residential/Other
749978,Theft of Vehicle
13711,Break and Enter Commercial
609256,Theft from Vehicle
37017,Break and Enter Commercial
751687,Theft of Vehicle
236444,Offence Against a Person
483635,Theft from Vehicle
508090,Theft from Vehicle
368963,Other Theft
147850,Mischief
184838,Mischief
492219,Theft from Vehicle
65532,Break and Enter Residential/Other
335507,Other Theft
738701,Theft of Bicycle
562340,Theft from Vehicle
361172,Other Theft
433875,Other Theft
165505,Mischief
462059,Other Theft
581701,Theft from Vehicle
655944,Theft from Vehicle
185381,Mischief
763076,Theft of Vehicle
508501,Theft from Vehicle
202964,Mischief
757866,Theft of Vehicle
784653,Vehicle Collision or Pedestrian Struck (with Injury)
606214,Theft from Vehicle
641932,Theft from Vehicle
793558,Vehicle Collision or Pedestrian Struck (with Injury)
395618,Other Theft
260545,Offence Against a Person
629146,Theft from Vehicle
287311,Other Theft
172504,Mischief
512160,Theft from Vehicle
370563,Other Theft
3304,Break and Enter Commercial
542334,Theft from Vehicle
646670,Theft from Vehicle
349607,Other Theft
243297,Offence Against a Person
252889,Offence Against a Person
430233,Other Theft
7978,Break and Enter Commercial
361355,Other Theft
659650,Theft from Vehicle
584722,Theft from Vehicle
107408,Break and Enter Residential/Other
147493,Mischief
524310,Theft from Vehicle
307614,Other Theft
725339,Theft of Bicycle
425554,Other Theft
126902,Mischief
17597,Break and Enter Commercial
229433,Offence Against a Person
187790,Mischief
171874,Mischief
526322,Theft from Vehicle
552458,Theft from Vehicle
55850,Break and Enter Residential/Other
33673,Break and Enter Commercial
463146,Other Theft
770140,Theft of Vehicle
3237,Break and Enter Commercial
171553,Mischief
213941,Offence Against a Person
682748,Theft from Vehicle
123478,Mischief
301996,Other Theft
1580,Break and Enter Commercial
224037,Offence Against a Person
258855,Offence Against a Person
35519,Break and Enter Commercial
9391,Break and Enter Commercial
21236,Break and Enter Commercial
660777,Theft from Vehicle
562206,Theft from Vehicle
332321,Other Theft
224683,Offence Against a Person
238442,Offence Against a Person
256156,Offence Against a Person
522725,Theft from Vehicle
253034,Offence Against a Person
14339,Break and Enter Commercial
19189,Break and Enter Commercial
239284,Offence Against a Person
581732,Theft from Vehicle
740057,Theft of Bicycle
153002,Mischief
509923,Theft from Vehicle
375609,Other Theft
482403,Theft from Vehicle
796,Break and Enter Commercial
115993,Mischief
262539,Offence Against a Person
39290,Break and Enter Commercial
305140,Other Theft
120742,Mischief
322415,Other Theft
54208,Break and Enter Residential/Other
288200,Other Theft
223707,Offence Against a Person
513128,Theft from Vehicle
620966,Theft from Vehicle
492872,Theft from Vehicle
622782,Theft from Vehicle
695287,Theft from Vehicle
644200,Theft from Vehicle
537200,Theft from Vehicle
134731,Mischief
606198,Theft from Vehicle
169655,Mischief
358817,Other Theft
772038,Theft of Vehicle
233891,Offence Against a Person
34081,Break and Enter Commercial
182209,Mischief
367837,Other Theft
525494,Theft from Vehicle
466478,Other Theft
378470,Other Theft
653526,Theft from Vehicle
494345,Theft from Vehicle
83216,Break and Enter Residential/Other
131477,Mischief
532143,Theft from Vehicle
197869,Mischief
183374,Mischief
404314,Other Theft
539496,Theft from Vehicle
581466,Theft from Vehicle
594834,Theft from Vehicle
183793,Mischief
620355,Theft from Vehicle
712794,Theft of Bicycle
180702,Mischief
732006,Theft of Bicycle
9634,Break and Enter Commercial
35582,Break and Enter Commercial
126839,Mischief
182089,Mischief
137764,Mischief
107017,Break and Enter Residential/Other
10472,Break and Enter Commercial
31228,Break and Enter Commercial
1788,Break and Enter Commercial
261326,Offence Against a Person
303462,Other Theft
333595,Other Theft
210122,Mischief
154562,Mischief
140502,Mischief
579639,Theft from Vehicle
303874,Other Theft
336065,Other Theft
681081,Theft from Vehicle
164802,Mischief
274214,Offence Against a Person
89832,Break and Enter Residential/Other
16617,Break and Enter Commercial
255007,Offence Against a Person
254235,Offence Against a Person
115219,Mischief
300277,Other Theft
361477,Other Theft
604871,Theft from Vehicle
40123,Break and Enter Commercial
346199,Other Theft
172960,Mischief
533709,Theft from Vehicle
73626,Break and Enter Residential/Other
797115,Vehicle Collision or Pedestrian Struck (with Injury)
55032,Break and Enter Residential/Other
273598,Offence Against a Person
352969,Other Theft
728488,Theft of Bicycle
419948,Other Theft
561957,Theft from Vehicle
526470,Theft from Vehicle
500652,Theft from Vehicle
121331,Mischief
720363,Theft of Bicycle
192591,Mischief
702700,Theft from Vehicle
59062,Break and Enter Residential/Other
303351,Other Theft
165844,Mischief
709339,Theft of Bicycle
267320,Offence Against a Person
140918,Mischief
141006,Mischief
444218,Other Theft
194655,Mischief
544117,Theft from Vehicle
342387,Other Theft
736574,Theft of Bicycle
214811,Offence Against a Person
183526,Mischief
24587,Break and Enter Commercial
711621,Theft of Bicycle
223249,Offence Against a Person
580592,Theft from Vehicle
583054,Theft from Vehicle
642098,Theft from Vehicle
714305,Theft of Bicycle
588159,Theft from Vehicle
500242,Theft from Vehicle
348330,Other Theft
164416,Mischief
25604,Break and Enter Commercial
387198,Other Theft
87662,Break and Enter Residential/Other
236699,Offence Against a Person
549955,Theft from Vehicle
603871,Theft from Vehicle
635341,Theft from Vehicle
304128,Other Theft
139951,Mischief
172288,Mischief
440758,Other Theft
28919,Break and Enter Commercial
122643,Mischief
556033,Theft from Vehicle
726745,Theft of Bicycle
177451,Mischief
655861,Theft from Vehicle
319810,Other Theft
725543,Theft of Bicycle
278124,Offence Against a Person
377209,Other Theft
698472,Theft from Vehicle
335344,Other Theft
580439,Theft from Vehicle
331821,Other Theft
17683,Break and Enter Commercial
607561,Theft from Vehicle
416146,Other Theft
465479,Other Theft
90075,Break and Enter Residential/Other
118320,Mischief
679195,Theft from Vehicle
386539,Other Theft
553209,Theft from Vehicle
219602,Offence Against a Person
200212,Mischief
155829,Mischief
236154,Offence Against a Person
33838,Break and Enter Commercial
146949,Mischief
743316,Theft of Vehicle
423668,Other Theft
598202,Theft from Vehicle
759204,Theft of Vehicle
186873,Mischief
731506,Theft of Bicycle
190699,Mischief
326113,Other Theft
338979,Other Theft
164864,Mischief
802435,Vehicle Collision or Pedestrian Struck (with Injury)
674212,Theft from Vehicle
417440,Other Theft
502317,Theft from Vehicle
457913,Other Theft
29531,Break and Enter Commercial
285246,Other Theft
456664,Other Theft
653000,Theft from Vehicle
209995,Mischief
393995,Other Theft
501940,Theft from Vehicle
226488,Offence Against a Person
304957,Other Theft
562395,Theft from Vehicle
66834,Break and Enter Residential/Other
713971,Theft of Bicycle
601967,Theft from Vehicle
456708,Other Theft
115732,Mischief
323327,Other Theft
513283,Theft from Vehicle
512513,Theft from Vehicle
810695,Vehicle Collision or Pedestrian Struck (with Injury)
628818,Theft from Vehicle
315994,Other Theft
1134,Break and Enter Commercial
471640,Other Theft
271925,Offence Against a Person
439890,Other Theft
696544,Theft from Vehicle
332492,Other Theft
482406,Theft from Vehicle
77881,Break and Enter Residential/Other
315202,Other Theft
125244,Mischief
143820,Mischief
334612,Other Theft
163875,Mischief
520209,Theft from Vehicle
734499,Theft of Bicycle
764993,Theft of Vehicle
195081,Mischief
703143,Theft from Vehicle
275013,Offence Against a Person
339659,Other Theft
24757,Break and Enter Commercial
402851,Other Theft
230187,Offence Against a Person
672456,Theft from Vehicle
241182,Offence Against a Person
321352,Other Theft
585556,Theft from Vehicle
531716,Theft from Vehicle
243881,Offence Against a Person
153391,Mischief
795887,Vehicle Collision or Pedestrian Struck (with Injury)
361289,Other Theft
350374,Other Theft
33837,Break and Enter Commercial
120985,Mischief
58411,Break and Enter Residential/Other
663243,Theft from Vehicle
307871,Other Theft
319781,Other Theft
795650,Vehicle Collision or Pedestrian Struck (with Injury)
209652,Mischief
638062,Theft from Vehicle
230483,Offence Against a Person
196463,Mischief
470375,Other Theft
177156,Mischief
371602,Other Theft
361292,Other Theft
565626,Theft from Vehicle
641927,Theft from Vehicle
609975,Theft from Vehicle
199999,Mischief
93227,Break and Enter Residential/Other
12620,Break and Enter Commercial
573956,Theft from Vehicle
380481,Other Theft
139140,Mischief
37153,Break and Enter Commercial
357209,Other Theft
48047,Break and Enter Residential/Other
307146,Other Theft
606189,Theft from Vehicle
466435,Other Theft
275132,Offence Against a Person
388399,Other Theft
291566,Other Theft
28015,Break and Enter Commercial
620795,Theft from Vehicle
17372,Break and Enter Commercial
589106,Theft from Vehicle
219754,Offence Against a Person
666617,Theft from Vehicle
344940,Other Theft
209352,Mischief
389830,Other Theft
484048,Theft from Vehicle
656839,Theft from Vehicle
427845,Other Theft
637168,Theft from Vehicle
395747,Other Theft
610787,Theft from Vehicle
766869,Theft of Vehicle
387954,Other Theft
194444,Mischief
321829,Other Theft
706840,Theft of Bicycle
287862,Other Theft
77003,Break and Enter Residential/Other
203387,Mischief
201340,Mischief
807221,Vehicle Collision or Pedestrian Struck (with Injury)
491627,Theft from Vehicle
234873,Offence Against a Person
185965,Mischief
686484,Theft from Vehicle
6321,Break and Enter Commercial
702076,Theft from Vehicle
649419,Theft from Vehicle
185766,Mischief
439839,Other Theft
464962,Other Theft
793906,Vehicle Collision or Pedestrian Struck (with Injury)
442918,Other Theft
722355,Theft of Bicycle
65751,Break and Enter Residential/Other
187243,Mischief
534111,Theft from Vehicle
339673,Other Theft
540362,Theft from Vehicle
998,Break and Enter Commercial
32982,Break and Enter Commercial
506167,Theft from Vehicle
285968,Other Theft
159579,Mischief
394584,Other Theft
117428,Mischief
190391,Mischief
88223,Break and Enter Residential/Other
534440,Theft from Vehicle
641480,Theft from Vehicle
209622,Mischief
12516,Break and Enter Commercial
715601,Theft of Bicycle
41244,Break and Enter Commercial
305987,Other Theft
564419,Theft from Vehicle
98576,Break and Enter Residential/Other
632249,Theft from Vehicle
691175,Theft from Vehicle
626355,Theft from Vehicle
324738,Other Theft
108418,Break and Enter Residential/Other
713501,Theft of Bicycle
59063,Break and Enter Residential/Other
233405,Offence Against a Person
663183,Theft from Vehicle
197204,Mischief
295540,Other Theft
141147,Mischief
548199,Theft from Vehicle
634462,Theft from Vehicle
146415,Mischief
328634,Other Theft
378317,Other Theft
797447,Vehicle Collision or Pedestrian Struck (with Injury)
205068,Mischief
630074,Theft from Vehicle
527446,Theft from Vehicle
550880,Theft from Vehicle
170366,Mischief
670619,Theft from Vehicle
657941,Theft from Vehicle
553003,Theft from Vehicle
18277,Break and Enter Commercial
595596,Theft from Vehicle
562166,Theft from Vehicle
544385,Theft from Vehicle
340114,Other Theft
132078,Mischief
53486,Break and Enter Residential/Other
29334,Break and Enter Commercial
580308,Theft from Vehicle
121755,Mischief
4830,Break and Enter Commercial
534381,Theft from Vehicle
254759,Offence Against a Person
724547,Theft of Bicycle
720013,Theft of Bicycle
573507,Theft from Vehicle
784315,Vehicle Collision or Pedestrian Struck (with Injury)
172502,Mischief
476198,Other Theft
369815,Other Theft
623349,Theft from Vehicle
356604,Other Theft
405147,Other Theft
140273,Mischief
10144,Break and Enter Commercial
720995,Theft of Bicycle
140718,Mischief
